ad_id,subject,price_byn,company_ad,list_time,condition,brand,processor,rom_volume,rom_type,diagonal,os,videocard,videocard_brand,region,gaming_laptop,matrix_type,display_resolution,ram_volume,ram_type,battery_life
1063178718,"Игровой ноутбук HP OMEN 16 (16.0/I5-11GEN/16GB/RTX 3060 6GB, 115Вт)",2300.0,True,2026-04-24T11:40:37Z,Б/у,HP,Intel Core i5,512 Гб,SSD,16'' / 40.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce RTX 3060 6 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,DDR4,2-4 часа
1066087729,Ноутбук Asus 13 (Intel Core i7-6500U/12GB/SSD 256Gb) асус безнал пвз вб озон wb ozon,550.0,True,2026-04-24T11:40:14Z,Б/у,ASUS,Intel Core i7,256 ГБ,SSD,13.3'' / 33.8 см,Windows 10,,,Минск,,,1920 х 1080,12 Гб,,
1066087719,MacBook Neo 13,2490.0,False,2026-04-24T11:40:04Z,Б/у,Apple,,256 ГБ,,13.3'' / 33.8 см,OS X,,,Минск,,,2304 х 1440,8 Гб,,
1066087636,Ноутбук HP для работы и учёбы Гарантия Доставка,700.0,True,2026-04-24T11:38:55Z,Б/у,HP,AMD A6 pro,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,AMD Radeon 520 2 ГБ,Витебская область,,TN + Film,1366 х 768,8 Гб,,2-4 часа
1066087634,Ноутбук Asus X302U (Intel Core i7-6500U/8GB/SSD 256Gb) асус безнал пвз вб озон wb ozon,500.0,True,2026-04-24T11:38:52Z,Б/у,ASUS,Intel Core i7,256 ГБ,SSD,13.3'' / 33.8 см,Windows 10,,,Минск,,,1920 х 1080,8 Гб,,
1066087488,Ноутбук HP 14 cf1004ur (Intel Core i5-8265U/8GB/SSD 256Gb) безнал опт,700.0,True,2026-04-24T11:37:02Z,Б/у,HP,Intel Core i5,256 ГБ,SSD,14.0'' / 35.6 см,Windows 10,,,Минск,,,1920 х 1080,8 Гб,,2-4 часа
1066087422,"Ноутбук 4х-яд, 8gb, video 2gb",420.0,False,2026-04-24T11:36:11Z,Б/у,Acer,AMD A8,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,AMD Radeon R5 M430 2 ГБ,Гомельская область,,,,8 Гб,,2-4 часа
1066087319,Ноутбук Lenovo b590,350.0,False,2026-04-24T11:35:30Z,Б/у,,,,,,,,,Могилевская область,,,,,,
1060849858,Ноутбук HP ProBook 450 G6 (Intel Core i5-8265U/8GB/SSD 256Gb) безнал опт,750.0,True,2026-04-24T11:34:55Z,Б/у,HP,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,,,Минск,,,1920 х 1080,8 Гб,,2-4 часа
1058709865,Ноутбук HP 250 G7 (Intel Core i5-8265U8GBSSD 256Gb),600.0,True,2026-04-24T11:34:54Z,Б/у,HP,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,,,Минск,,,1920 х 1080,8 Гб,,2-4 часа
1059643571,Ноутбук ASUS,75.0,False,2026-04-24T11:31:56Z,Б/у,ASUS,,,,,Windows 7,,,Минская область,,,,,,
1066087055,ASUS R551 / i5-4200U / 12GB DDR3 / SSD 240GB / GeForce 840M 2GB,600.0,True,2026-04-24T11:31:26Z,Б/у,,Intel Core i5,,,,,,,Гомельская область,,,,,,
1066087028,Ноутбук,400.0,False,2026-04-24T11:31:06Z,Б/у,Другой,,,,,,,,Минская область,,,,,,
1066086930,Игровой ноутбук ASUS TUF Gaming F15 (CORE I5/16GB/GTX 1650 4GB),1600.0,True,2026-04-24T11:29:53Z,Б/у,ASUS,Intel Core i5,1000 Гб,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce GTX 1650 4 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,DDR4,2-4 часа
1066086799,Ноутбук Lenovo / 15.6''/Celeron 1005M/8GB,250.0,False,2026-04-24T11:28:05Z,Б/у,,,,,,,,,Витебская область,,,,,,
1063898618,"Apple MacBook Pro 14 /16 / M5 Pro / M5 Max 16GB / 24GB / 36GB , 1TB / 2TB /",0.0,True,2026-04-24T11:24:07Z,Новое,Apple,,,,,,,,Минск,,,,,,10 и более часов
1063899085,"Apple MacBook Air 13 - 15  M5 16/512 , 24/512 и др.",0.0,True,2026-04-24T11:24:07Z,Новое,Apple,,,,,,,,Минск,,,,,,
1063899422,Apple MacBook NEO 256/512,0.0,True,2026-04-24T11:24:07Z,Новое,Apple,,,,,,,,Минск,,,,,,
1063180873,Игровой ноутбук Lenovo Legion Y540 (CORE I5/16GB/GTX 1650 4GB/HDD+SSD),1500.0,True,2026-04-24T11:20:43Z,Б/у,Lenovo,Intel Core i5,,HDD + SSD,15.6'' / 39.6 см,Windows 10,Дискретная,NVIDIA GeForce GTX 1650 4 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,DDR4,2-4 часа
1058824515,Ноутбук ASUS TUF GAMING A15 (На гарантии),2420.0,False,2026-04-24T11:19:46Z,Б/у,ASUS,AMD Ryzen 7,512 Гб,SSD,15.6'' / 39.6 см,,,NVIDIA GeForce RTX 3050 4 ГБ,Гомельская область,Да,IPS,1920 х 1080,16 Гб,DDR5,
1066079599,Ноутбук HP Probook 430 G5 (Intel Core i5-8250U/8GB/SSD 250Gb) безнал опт пвз вб для работы учебы,650.0,True,2026-04-24T11:14:35Z,Б/у,HP,Intel Core i5,256 ГБ,SSD,13.3'' / 33.8 см,Windows 10,,,Минск,,,1920 х 1080,8 Гб,,1-2 часа
1066079292,Ноутбук Lenovo B570e,150.0,False,2026-04-24T11:12:54Z,Б/у,Lenovo,Intel Celeron,512 Гб,HDD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,,TN + Film,1366 х 768,2 Гб,DDR3,1 час и меньше
1066079130,Нетбук Packard Bell,300.0,False,2026-04-24T11:10:41Z,Б/у,Packard Bell,,,,,Windows 7,,,Минск,,,,,,1 час и меньше
1062098360,Ноутбук Lenovo IdeaPad 15 (Intel Core i3-3217U/8GB/SSD 128Gb/NVIDIA GeForce GT 720M,350.0,True,2026-04-24T11:10:24Z,Б/у,Lenovo,Intel Core i3,128 ГБ и менее,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,,Минск,,,1366 х 768,8 Гб,,
1066079087,Продам ноутбук,0.0,False,2026-04-24T11:10:05Z,Б/у,,,,,,,,,Минск,,,,,,
1065276615,MacBook Air 13 M3 16/512 Space Gray,2950.0,False,2026-04-24T11:08:09Z,Б/у,Apple,Apple M3,512 Гб,SSD,13.3'' / 33.8 см,Mac OS,,,Минск,,,,16 Гб,,
1066078861,Ноутбук Asus X541N Intel N3350/4GB/SSD 128 Gb/NVIDIA GeForce 810M пвз вб озон безнал,350.0,True,2026-04-24T11:07:30Z,Б/у,ASUS,Intel Celeron,128 ГБ и менее,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,,Минск,,,1366 х 768,4 Гб,,2-4 часа
1066078818,MacBook Pro 13 2017 (ОП 16 GB),800.0,False,2026-04-24T11:06:59Z,Б/у,Apple,Intel Core i5,128 ГБ и менее,,13.3'' / 33.8 см,,,,Минск,,,2560 х 1600,16 Гб,LPDDR3,
1066078778,"БУ 9 суток. ASUS TUF Gaming A16 FA607NUG-RL144 Ryzen 7 7445HS, 16 ГБ DDR5, 4050 6GB TGP 140W",2700.0,True,2026-04-24T11:06:38Z,Б/у,ASUS,AMD Ryzen 7,1000 Гб,SSD,16'' / 40.6 см,Windows 11,Встроенная и дискретная,NVIDIA GeForce RTX 4050 6 ГБ,Могилевская область,Да,IPS,1920 х 1200,16 Гб,DDR5,2-4 часа
1066078767,Игровой ноутбук Asus TUF Gaming F15 FX506LH,1400.0,False,2026-04-24T11:06:28Z,Б/у,ASUS,Intel Core i5,512 Гб,,,Windows 11,,NVIDIA GeForce GTX 1650 4 ГБ,Минск,,,,16 Гб,,
1066077630,"Ноутбук Toshiba c650, amd, 3 гб, 320 гб винчестер.",160.0,False,2026-04-24T11:04:54Z,Б/у,,,,,,,,,Брестская область,,,,,,
1065296397,Ноутбук Lenovo Ideapad v110-15iap (Intel Celeron N3350/4GB/SSD 120Gb) ozon wb безнал опт пвз вб озон,350.0,True,2026-04-24T11:03:31Z,Б/у,Lenovo,Intel Celeron,128 ГБ и менее,SSD,15.6'' / 39.6 см,Windows 10,,,Минск,,,1366 х 768,4 Гб,,2-4 часа
1061731993,Ноутбук Machcreator One R6 JJ00G000HRU,1100.0,False,2026-04-24T11:03:13Z,Новое,Другой,AMD Ryzen 5,512 Гб,Прочее,,Windows 11,Встроенная,,Витебская область,,,,16 Гб,,
1066078392,Ноутбук Dell Inspiron 5767 (Intel Core i3-6006U/8GB/SSD 250Gb/AMD Radeon R7 M340 + Intel HD Graphics,500.0,True,2026-04-24T11:01:39Z,Б/у,Dell,Intel Core i3,256 ГБ,SSD,17.3'' / 43.9 см,Windows 10,Встроенная и дискретная,,Минск,,,1600 х 900,8 Гб,,
1064367287,Ноутбук Lenovo Ideapad 15 (Intel Core i3-6006U/8GB/SSD 120Gb) безнал леново пвз озон вб wb oz,450.0,True,2026-04-24T11:00:10Z,Б/у,Lenovo,Intel Core i3,128 ГБ и менее,SSD,15.6'' / 39.6 см,Windows 10,,,Минск,,,1920 х 1080,8 Гб,,2-4 часа
1061669574,Ноутбук TCL Book 14 Go Snapdragon 7c Gen1/8GB/256GB ГАРАНТИЯ/ДОСТАВКА,520.0,True,2026-04-24T10:57:54Z,Б/у,Другой,Другой,256 ГБ,SSD,14.0'' / 35.6 см,Windows 11,Встроенная,,Минск,,IPS,1920 х 1080,8 Гб,,6-10 часов
1066077987,Современный ноутбук Lenovo IdeaPad Slim 3 15AMN8 (,720.0,False,2026-04-24T10:56:46Z,Б/у,Lenovo,AMD Ryzen 3,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,,Минская область,,IPS,1920 х 1080,8 Гб,LPDDR5,6-10 часов
1064542301,Ноутбук HP ProBook 640 G4 (FHD IPS/i5-8gen/8GB/SSD 256GB),590.0,True,2026-04-24T10:51:45Z,Б/у,,,,,,,,,Минск,,,,,,
1064542308,Ноутбук HP ProBook 4525s (HD/Turion II P540/Radeon HD 5470 512MB/4GB/HDD 500GB),180.0,True,2026-04-24T10:51:45Z,Б/у,,,,,,,,,Минск,,,,,,
1064322735,Ноутбук Lenovo IdeaPad 330-15IGM (HD/Pentium Silver N5000/8GB/SSD 128GB),450.0,True,2026-04-24T10:51:44Z,Б/у,,,,,,,,,Минск,,,,,,
1063578103,Ноутбук HP Stream 14-ax (HD/Celeron N3060/4GB/SSD 32GB),250.0,True,2026-04-24T10:51:43Z,Б/у,,,,,,,,,Минск,,,,,,
1063578104,Ноутбук HP ENVY m6-1303er (HD/A10-5750M/Radeon 7600M 1GB/8GB/SSD 250GB),450.0,True,2026-04-24T10:51:43Z,Б/у,,,,,,,,,Минск,,,,,,
1063617573,Ноутбук Lenovo ThinkPad T460s (FHD IPS/i5-6gen/8GB/SSD 128GB),790.0,True,2026-04-24T10:51:43Z,Б/у,,,,,,,,,Минск,,,,,,
1063901991,Ноутбук HP pavilion 17-e036sr (HD+/A8-4500M/8GB/SSD 240GB),490.0,True,2026-04-24T10:51:43Z,Б/у,HP,,,,,,,,Минск,,,,,,
1063901994,Ноутбук Acer Aspire ES1-571 (HD/Celeron 2957U/4GB/HDD 500GB),290.0,True,2026-04-24T10:51:43Z,Б/у,Acer,Intel Celeron,,HDD,15.6'' / 39.6 см,Windows 10,Встроенная,,Минск,,TN + Film,1366 х 768,4 Гб,DDR3,2-4 часа
1064208918,Ноутбук HP Pavilion g6-2000 (HD/A6-4400M/4GB/SSD 128GB),390.0,True,2026-04-24T10:51:43Z,Б/у,,,,,,,,,Минск,,,,,,
1064282430,Ноутбук Lenovo IdeaPad S145-15IGM (FHD/Celeron N4000/4GB/HDD 500GB),450.0,True,2026-04-24T10:51:43Z,Б/у,,,,,,,,,Минск,,,,,,
1064322722,Ноутбук Microsoft Surface Laptop Go 2 (HD+/i5-11gen/8GB/SSD 128GB),1100.0,True,2026-04-24T10:51:43Z,Б/у,,,,,,,,,Минск,,,,,,
1066076745,Ноутбук Sony Vaio 15 (Intel Pentium B980/4GB/HDD 500 Gb) безнал опт пвз вб озон,250.0,True,2026-04-24T10:46:33Z,Б/у,Sony,Intel Core Pentium,512 Гб,HDD,15.6'' / 39.6 см,Windows 7,,,Минск,,,1366 х 768,4 Гб,,
1066076721,apple Macbook air  Почти совсем новый,420.0,False,2026-04-24T10:46:17Z,Б/у,Apple,Intel Core i5,256 ГБ,,11.6'' / 29.5 см,Windows 10,,,Витебская область,,OLED,,4 Гб,,
1066076708,Ноутбук Lenovo,320.0,False,2026-04-24T10:46:14Z,Б/у,,,,,17.3'' / 43.9 см,,,,Минск,,,,,,
1061048996,Ноутбук Tecno Megabook T1,650.0,False,2026-04-24T10:45:14Z,Б/у,Другой,Другой,512 Гб,SSHD,15.6'' / 39.6 см,Windows 11,Встроенная,Intel UHD Graphics,Минск,,IPS,1920 х 1080,,LPDDR4,10 и более часов
1066076498,Ноутбук НР,250.0,False,2026-04-24T10:43:53Z,Б/у,HP,,,,,,,,Гомельская область,,,,,,
1037395226,Dell latitude 3440 i7-1355U,1300.0,True,2026-04-24T10:41:46Z,Б/у,Dell,Intel Core i7,256 ГБ,SSD,,Windows 11,,,Минск,,,,16 Гб,,
1061650782,"Игровой ноутбук Acer Predator Helios 300 (RTX 3070Ti, 150Вт/165Гц)",3050.0,True,2026-04-24T10:40:52Z,Б/у,Acer,Intel Core i5,512 Гб,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce RTX 3070 Ti 8 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,DDR5,2-4 часа
1066076248,Ноутбук Chuwi,1200.0,False,2026-04-24T10:40:43Z,Б/у,,,,,,,,,Минск,,,,,,
1066076220,Ноутбук Acer Aspire ES1-572-30ZS (Intel Core i3-6100U/8 GB/SSD 120 Gb),400.0,True,2026-04-24T10:40:18Z,Б/у,Acer,Intel Core i3,128 ГБ и менее,SSD,15.6'' / 39.6 см,Windows 10,,,Минск,,,1920 х 1080,8 Гб,,
1066076073,Acer Extensa 2519-P517 / Pentium N3710 / 4GB / HDD 500GB / 15.6 HD,250.0,True,2026-04-24T10:38:44Z,Б/у,,,,,,,,,Гомельская область,,,,,,
1066076079,Asus K551 / i3-4010U / 12GB / SSD 120GB / HDD 750GB / GT 740M,475.0,True,2026-04-24T10:38:44Z,Б/у,,Intel Core i3,,,,,,,Гомельская область,,,,,,
1066076069,Игровой ASUS TUF Gaming F15 FX506LU / i5-10300H / 16GB / GTX 1660 Ti 6GB / SSD 512GB,1750.0,True,2026-04-24T10:38:41Z,Б/у,,Intel Core i5,,,,,,NVIDIA GeForce GTX 1660 Ti 6 ГБ,Гомельская область,,,,16 Гб,DDR4,
1066075869,ASUS X556UA i5-6200U/8GB/240SSD,540.0,True,2026-04-24T10:36:17Z,Б/у,ASUS,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,Intel Iris XE Graphics G7,Минск,,TN + Film,1366 х 768,8 Гб,DDR3,1-2 часа
1066075788,Lenovo Yoga 2 Pro на з/ч,150.0,False,2026-04-24T10:35:11Z,Б/у,,,,,,,,,Могилевская область,,,,,,
1066075730,Ноутбук Lenovo V580C (Intel Core i3-3110M/8GB/SSD 128Gb/Intel HD Graphics+NVIDIA GeForce GT 740M),400.0,True,2026-04-24T10:34:23Z,Б/у,Lenovo,Intel Core i3,128 ГБ и менее,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,,Минск,,,1366 х 768,8 Гб,,2-4 часа
1066075671,Asus x540ub SSD+NVIDIA,270.0,False,2026-04-24T10:33:43Z,Б/у,ASUS,Intel Core Pentium,,,15.6'' / 39.6 см,Windows 11,Встроенная и дискретная,,Минск,,TN + Film,1366 х 768,4 Гб,DDR4,
1066075449,Ноутбук lenovo 15ahp10 ryzen 7 8840hs/16gb/780m. Новый.гарантия,1950.0,True,2026-04-24T10:30:57Z,Новое,Lenovo,AMD Ryzen 7,512 Гб,,15.6'' / 39.6 см,,,,Витебская область,,IPS,1920 х 1200,16 Гб,DDR5,
1065577831,Ноутбук Lenovo Thinkpad L530 (Intel Core i3-3110M/8GB/SSD 128Gb) безнал оптом леново,350.0,True,2026-04-24T10:30:56Z,Б/у,Lenovo,Intel Core i3,128 ГБ и менее,SSD,15.6'' / 39.6 см,Windows 10,,,Минск,,,1366 х 768,8 Гб,,
1064353540,Ноутбук Asus X555U (Intel Core i3-4005U/6GB/SSD240Gb/NVIDIA GeForce 920M 2 gb безнал пвз озон Wb,400.0,True,2026-04-24T10:30:10Z,Б/у,ASUS,Intel Core i3,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce 920M 2 ГБ,Минск,,,1366 х 768,6 Гб,,1-2 часа
1054297126,Ноутбук H-book 15 MAK4 T32E3W,650.0,True,2026-04-24T10:29:31Z,Б/у,Другой,,,,,,,,Брестская область,,,,,,
1058820944,"Apple MacBook Pro 16 M5/M5 PRO/M5 Max 16GB / 24GB / 36GB , 1TB / 2TB / 4TB ГАРАНТИЯ , НОВЫЕ",0.0,True,2026-04-24T10:28:34Z,Новое,Apple,,,,,,,,Минск,,,,,,
1058820700,"Apple MacBook Pro 14 M5/M5 Pro/M5 Max  16GB / 24GB / 36GB ,  1TB / 2TB / 4TB",4740.0,True,2026-04-24T10:28:22Z,Новое,Apple,,,,,Mac OS,,,Минск,,,,,,
1002610803,"Apple MacBook Pro 14/16 M4 / M4 Pro / M4 Max / 2024 / НОВЫЕ , ГАРАНТИЯ",4650.0,True,2026-04-24T10:28:02Z,Новое,Apple,Другой,,SSD,,Mac OS,Встроенная,,Минск,,,,,,10 и более часов
1066075173,Ноутбук hp,350.0,False,2026-04-24T10:27:29Z,Б/у,HP,AMD A10,512 Гб,HDD,15.6'' / 39.6 см,Windows 10,Встроенная,,Гомельская область,,TN + Film,1280 х 800,6 Гб,DDR3L,1 час и меньше
1058820105,"Apple MacBook Air 15 M5 16GB / 24GB / 36GB / 512GB / 1TB / 2TB ГАРАНТИЯ , НОВЫЕ",4290.0,True,2026-04-24T10:27:04Z,Новое,Apple,,,,,Mac OS,,,Минск,,,,,,
1058819868,"MacBook Air 13 M5 2026 16 GB / 24 GB / 36 GB  512 GB  / 1 TB / 2 TB НОВЫЕ, ГАРАНТИЯ",3690.0,True,2026-04-24T10:26:55Z,Новое,Apple,,,,,Mac OS,,,Минск,,,,,,
1010599115,"Apple MacBook Air 13/15 M4 16GB / 24GB / 36GB  256GB / 512GB / 1TB / 2TB НОВЫЕ , ГАРАНТИЯ",2900.0,True,2026-04-24T10:26:34Z,Новое,Apple,,,,,Mac OS,,,Минск,,,,,,10 и более часов
1066075096,Dell Latitude,150.0,False,2026-04-24T10:26:23Z,Б/у,Dell,,,,15.4'' / 39.1 см,,,,Брестская область,,,1440 х 900,,,
1064083980,Ноутбук ASUS X552CL (INTEL/NVIDIA GeForce 710M),340.0,True,2026-04-24T10:22:29Z,Б/у,ASUS,Intel Celeron,,HDD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,,Минск,,TN + Film,1366 х 768,4 Гб,DDR3L,2-4 часа
1066074757,отличный Lenovo Доставка,250.0,False,2026-04-24T10:22:16Z,Б/у,Lenovo,,512 Гб,,15.6'' / 39.6 см,Windows 10,,,Витебская область,,,,4 Гб,,2-4 часа
1058423652,4-х ядерный ноутбук Lenovo IdeaPad 3 15IML05 (IPS/I5-10GEN/8GB/MX330),900.0,True,2026-04-24T10:20:46Z,Б/у,Lenovo,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce MX330 2 ГБ,Минск,,IPS,1920 х 1080,8 Гб,DDR4,2-4 часа
1066074631,Ноутбук,2500.0,False,2026-04-24T10:20:43Z,Б/у,Acer,Intel Core i5,1000 Гб,HDD + SSD,15.6'' / 39.6 см,Windows 10,Дискретная,NVIDIA GeForce RTX 3060 6 ГБ,Витебская область,Да,IPS,1920 х 1080,16 Гб,DDR4,2-4 часа
234436539,РАССРОЧКА игровые ноутбуки Asus TUF Gaming,0.0,True,2026-04-24T10:20:15Z,Новое,ASUS,,,,,,,,Минск,Да,,,,,
1066074583,Ноутбук Dell Inspirion 15,200.0,False,2026-04-24T10:20:01Z,Б/у,Dell,Другой,512 Гб,HDD,15.6'' / 39.6 см,Windows 7,Дискретная,NVIDIA GeForce 920M 2 ГБ,Минск,,,,4 Гб,DDR3,
1066074460,Игровой ноутбук Lenovo Legion Y520 (CORE I5/12GB/GTX 1060/SSD),1150.0,True,2026-04-24T10:18:39Z,Б/у,Lenovo,Intel Core i5,512 Гб,SSD,15.6'' / 39.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce GTX 1060 3 ГБ,Минск,Да,IPS,1920 х 1080,12 Гб,DDR4,2-4 часа
1066073981,HP635,50.0,False,2026-04-24T10:13:24Z,Б/у,HP,,,,,,,,Минск,,,,2 Гб,,
1066073833,Эксклюзивный ноутбук ASUS Zenbook 14 Duo OLED (ULTRA 9/32GB),4500.0,True,2026-04-24T10:11:15Z,Б/у,ASUS,Другой,1000 Гб,SSD,14.0'' / 35.6 см,Windows 11,Встроенная,,Минск,,OLED,1920 х 1200,32 Гб,LPDDR5X,6-10 часов
1063525430,HP Laptop 17-by Intel Core i5-8250U/17.3 HD+/8gb ddr4/SSD 128gb NVMe+HDD 500gb/Radeon 530 2gb,950.0,True,2026-04-24T10:10:12Z,Б/у,HP,Intel Core i5,1000 Гб,HDD + SSD,17.3'' / 43.9 см,Windows 10,Встроенная и дискретная,AMD Radeon 530 2 ГБ,Минская область,,TN + Film,1600 х 900,8 Гб,DDR4,1-2 часа
1066073687,Ноутбук,0.0,False,2026-04-24T10:09:38Z,Б/у,Samsung,AMD A6,512 Гб,,,Windows 8,,,Гомельская область,,,,10 Гб,,2-4 часа
1066073550,Ноутбук MacBook Air M1 256 GB Silver,1350.0,False,2026-04-24T10:07:50Z,Б/у,Apple,Apple M1,256 ГБ,SSD,13.3'' / 33.8 см,Mac OS,,,Минск,,,,8 Гб,,10 и более часов
1066073431,Ноутбук HONOR MagicBook 15,850.0,False,2026-04-24T10:06:22Z,Б/у,Honor,AMD Ryzen 5,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,,Минск,,IPS,1920 х 1080,8 Гб,DDR4,4-6 часов
1066073421,Macbook air 2020 8/512,1199.0,False,2026-04-24T10:06:11Z,Б/у,Apple,Intel Core i5,512 Гб,SSD,13.3'' / 33.8 см,Mac OS,,,Минск,,,,8 Гб,DDR4,10 и более часов
1066073325,Samsung r 540,50.0,False,2026-04-24T10:05:05Z,Б/у,Samsung,,,,,,,,Могилевская область,,TN + Film,,,,
1064955099,MECHREVO  RTX 3070 AMD Ryzen 9 5900HX 2k 165Hz,2200.0,False,2026-04-24T10:04:40Z,Б/у,Другой,AMD Ryzen 9,512 Гб,SSD,17.3'' / 43.9 см,Windows 11,Дискретная,NVIDIA GeForce RTX 3070 8 ГБ,Минск,Да,IPS,2560 х 1440,16 Гб,DDR4,
1066073289,"Ноутбук, 512gb m.2, 16gb ddr5 Chuwi",700.0,False,2026-04-24T10:04:39Z,Б/у,,,,,,,,,Минск,,,,,,
1066073140,Игровой ноутбук ASUS TUF Gaming A15. обмен на пк,3000.0,False,2026-04-24T10:02:56Z,Б/у,ASUS,AMD Ryzen 7,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная и дискретная,NVIDIA GeForce RTX 4060 8 ГБ,Минская область,Да,IPS,1920 х 1080,32 Гб,DDR5,
1058961485,Игровой ноутбук HP Victus 16 (RYZEN 7-7GEN/RTX 4060 8GB/144Гц),2870.0,True,2026-04-24T10:00:25Z,Б/у,HP,AMD Ryzen 7,512 Гб,SSD,16'' / 40.6 см,Windows 10,Встроенная и дискретная,NVIDIA GeForce RTX 4060 8 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,DDR5,2-4 часа
1066072857,Samsung R730,0.0,False,2026-04-24T10:00:13Z,Б/у,Samsung,Intel Core i3,256 ГБ,HDD,17.3'' / 43.9 см,без ОС,Дискретная,,Витебская область,,TN + Film,1600 х 900,4 Гб,DDR3,1 час и меньше
1061105478,Lenovo legion 5 r7000,2950.0,False,2026-04-24T09:59:28Z,Б/у,Lenovo,AMD Ryzen 7,512 Гб,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,NVIDIA GeForce RTX 4060 8 ГБ,Минск,Да,IPS,1920 х 1080,16 Гб,DDR5,6-10 часов
1066072776,Asus i-3 1005G1,750.0,False,2026-04-24T09:59:19Z,Б/у,ASUS,,,,15.6'' / 39.6 см,,,,Брестская область,,,,,,
1064918958,MacBook Air M3,4300.0,False,2026-04-24T09:55:52Z,Новое,Apple,Apple M3,512 Гб,SSD,15.0'' / 38.1 см,Mac OS,,,Гомельская область,,IPS,2880 х 1800,8 Гб,,
1066072141,"15.6 игровой HP 15bc, i5 9300, 12ddr4, 3гб 1050ti",1050.0,False,2026-04-24T09:55:42Z,Б/у,HP,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная и дискретная,NVIDIA GeForce GTX 1050 3 ГБ,Гродненская область,Да,IPS,1920 х 1080,12 Гб,DDR4,4-6 часов
1063998615,ноутбук,700.0,False,2026-04-24T09:53:44Z,Б/у,Другой,Intel Core i5,256 ГБ,SSD,15.6'' / 39.6 см,Windows 11,Встроенная,Intel UHD Graphics,Минск,,IPS,1920 х 1080,8 Гб,DDR4,2-4 часа
1047757038,MacBook Air A1466 128gb ,400.0,True,2026-04-24T09:51:23Z,Б/у,,Intel Core i5,128 ГБ и менее,SSD,13.3'' / 33.8 см,,,,Минск,,,,4 Гб,,2-4 часа
1066071208,MacBook Air m1 a2337,1650.0,False,2026-04-24T09:47:27Z,Б/у,Apple,Apple M1,128 ГБ и менее,,13.3'' / 33.8 см,Mac OS,,,Минск,,,,8 Гб,,
1066070947,Asus ZenBook Pro 10из10 Максимальная комплектация,2800.0,False,2026-04-24T09:44:23Z,Б/у,ASUS,Intel Core i7,1000 Гб,SSD,15.6'' / 39.6 см,,Встроенная и дискретная,NVIDIA GeForce GTX 1650 4 ГБ,Минск,Да,,,16 Гб,,
1066070059,MacBook Pro 16 2019 i9/16/1tb 5500m,1599.0,False,2026-04-24T09:35:04Z,Б/у,Apple,Intel Core i9,1000 Гб,SSD,,Mac OS,Встроенная и дискретная,AMD Radeon Pro 5500M 4ГБ,Гомельская область,,OLED,,16 Гб,DDR4,4-6 часов
1066070021,Нетбук Asus Eee PC 1011 PX,150.0,False,2026-04-24T09:34:44Z,Б/у,ASUS,,,,,,,,Гомельская область,,,,,,
1052785377,Ноутбук Maibenben P415 P4153HB0HGRE0 (3K IPS/i3-11gen/8GB/SSD 512GB),990.0,True,2026-04-24T09:34:28Z,Б/у,Другой,Intel Core i3,512 Гб,SSD,14.0'' / 35.6 см,Windows 11,Встроенная,,Минск,-,IPS,,8 Гб,,4-6 часов
1066069774,Ноутбук Lenovo ideapad 300 15 IBR,250.0,False,2026-04-24T09:31:37Z,Б/у,Lenovo,Другой,1000 Гб,HDD,15.6'' / 39.6 см,Windows 10,Дискретная,NVIDIA GeForce 920M 1 ГБ,Минск,,,,4 Гб,DDR3,1 час и меньше
